acteur1_facebook_likes,pays,num_critique,realisateur_facebook_likes,acteur3_facebook_likes,duree,acteur2,acteur2_facebook_likes,gross,realisateur,color,acteur3,titre,annee,genres,acteur1,budget,mots_cles,film_facebook_likes,lien,num_user_for_reviews,langue
1000,USA,90,36,377,101,Adrian Paul,786,12801190,Douglas Aarniokoski,Color,Adam Copeland,Highlander: Endgame ,2000,Action|Adventure|Fantasy|Sci-Fi,Christopher Lambert,15000000,battle|explosion|immortal|revenge|sequel to cult film,356,http://www.imdb.com/title/tt0144964/?ref_=fn_tt_tt_1,355,English
907,USA,81,16,526,121,Faizon Love,585,12549485,Bryan Barber,Color,Bobb'e J. Thompson,Idlewild ,2006,Crime|Drama|Musical|Romance,Cicely Tyson,15000000,gangster|playing piano|song and dance|speakeasy|written and directed by cast member,489,http://www.imdb.com/title/tt0417225/?ref_=fn_tt_tt_1,91,English
11000,USA,221,92,358,107,Jim Sturgess,5000,13766014,Lone Scherfig,Color,Rafe Spall,One Day ,2011,Drama|Romance,Anne Hathaway,15000000,23 year time span|accidental death|best friend|loss of loved one|male female friendship,49000,http://www.imdb.com/title/tt1563738/?ref_=fn_tt_tt_1,181,English
796,USA,230,0,727,111,Jimmy Fallon,787,13034417,Drew Barrymore,Color,Alia Shawkat,Whip It ,2009,Drama|Sport,Daniel Stern,15000000,beauty pageant|friend|pageant|roller derby|texas,10000,http://www.imdb.com/title/tt1172233/?ref_=fn_tt_tt_1,118,English
14000,USA,57,34,366,92,Tom Noonan,442,11632420,Brian Koppelman,Color,Kevin Gage,Knockaround Guys ,2001,Crime|Drama|Thriller,Vin Diesel,,mob|mobster|money|montana|sheriff,566,http://www.imdb.com/title/tt0211465/?ref_=fn_tt_tt_1,135,English
436,USA,119,164,308,97,Brian Van Holt,324,12212417,James Foley,Color,Leland Orser,Confidence ,2003,Crime|Thriller,Louis Lombardi,15000000,con|grifter|lap dance|organized crime|shot in the forehead,622,http://www.imdb.com/title/tt0310910/?ref_=fn_tt_tt_1,144,English
12000,USA,97,745,745,97,Bradley Whitford,821,11614236,Albert Brooks,Color,Albert Brooks,The Muse ,1999,Comedy,Jeff Bridges,15000000,directed by star|muse|satire|screenwriter|tiffany's,251,http://www.imdb.com/title/tt0164108/?ref_=fn_tt_tt_1,140,English
427,USA,119,34,65,125,Keith Allen,66,13337299,Irwin Winkler,Black and White,Sandra Nelson,De-Lovely ,2004,Biography|Drama|Music|Musical,Kevin McNally,20000000,cole porter|composer|love|party|tears,1000,http://www.imdb.com/title/tt0352277/?ref_=fn_tt_tt_1,226,English
11000,USA,42,11000,563,124,Larry David,860,10763469,Woody Allen,Color,Mia Farrow,New York Stories ,1989,Comedy|Drama|Romance,Woody Allen,15000000,12 year old|artist|hotel|three word title|written and directed by cast member,877,http://www.imdb.com/title/tt0097965/?ref_=fn_tt_tt_1,55,English
595,Canada,24,9,47,76,Kyla Pratt,417,11144518,Steve Gomer,Color,Shirley Douglas,Barney's Great Adventure ,1998,Adventure|Family,Trevor Morgan,15000000,apostrophe in title|critically bashed|hit on the head with a ball|punctuation in title|tyrannosaurus rex,436,http://www.imdb.com/title/tt0120598/?ref_=fn_tt_tt_1,53,English
746,USA,208,561,353,107,RZA,561,15608545,RZA,Color,Daniel Wu,The Man with the Iron Fists ,2012,Action,Rick Yune,15000000,blacksmith|box office flop|chop socky|critically bashed|village,29000,http://www.imdb.com/title/tt1258972/?ref_=fn_tt_tt_1,224,English
925,USA,42,23,629,91,Jake Busey,660,10443316,Dean Parisot,Color,Shelley Duvall,Home Fries ,1998,Comedy|Drama|Romance,Catherine O'Hara,15000000,baby|infidelity|pilot|pregnant|waitress,247,http://www.imdb.com/title/tt0119304/?ref_=fn_tt_tt_1,88,English
981,USA,44,4,670,96,Chris Klein,841,10494147,Mark Piznarski,Color,Elaine Hendrix,Here on Earth ,2000,Drama|Romance,Bruce Greenwood,15000000,diner|love|private school|school|small town,648,http://www.imdb.com/title/tt0195778/?ref_=fn_tt_tt_1,162,English
22000,UK,230,0,1000,142,Bob Hoskins,5000,9929000,Terry Gilliam,Color,Jim Broadbent,Brazil ,1985,Drama|Sci-Fi,Robert De Niro,15000000,black comedy|bureaucracy|dream|terrorist|wrongful arrest,16000,http://www.imdb.com/title/tt0088846/?ref_=fn_tt_tt_1,513,English
1000,USA,46,80,782,103,Rebecca De Mornay,872,10411980,Sean McNamara,Color,Jason Ritter,Raise Your Voice ,2004,Family|Music|Romance,Oliver James,15000000,music school|scholarship|small town|stage fright|three word title,1000,http://www.imdb.com/title/tt0361696/?ref_=fn_tt_tt_1,212,English
22000,USA,249,0,12000,117,Jeff Bridges,12000,17439163,Joel Coen,Color,Steve Buscemi,The Big Lebowski ,1998,Comedy|Crime,Philip Seymour Hoffman,15000000,death|drug|nihilism|rug|white russian,35000,http://www.imdb.com/title/tt0118715/?ref_=fn_tt_tt_1,1028,English
3000,USA,197,153,539,116,Michael Raymond-James,788,9396487,Craig Brewer,Black and White,S. Epatha Merkerson,Black Snake Moan ,2006,Drama|Music,Justin Timberlake,15000000,breasts|nipples visible through clothing|nudity|rear entry sex|white panties,0,http://www.imdb.com/title/tt0462200/?ref_=fn_tt_tt_1,200,English
556,USA,71,41,274,118,Dash Mihok,463,9059588,Ron Shelton,Color,Michael Michele,Dark Blue ,2002,Crime|Drama|Romance|Thriller,Khandi Alexander,15000000,corrupt|criminal|investigation|lapd|police,455,http://www.imdb.com/title/tt0279331/?ref_=fn_tt_tt_1,125,English
11000,USA,190,187,254,108,Archie Panjabi,883,9172810,Michael Winterbottom,Color,Dan Futterman,A Mighty Heart ,2007,Biography|Drama|History|Thriller|War,Angelina Jolie Pitt,16000000,fbi|journalist|missing|pakistan|reporter,923,http://www.imdb.com/title/tt0829459/?ref_=fn_tt_tt_1,118,English
11000,USA,50,9,612,94,Jodi Lyn O'Keefe,897,8735529,David Raynr,Color,Marla Sokoloff,Whatever It Takes ,2000,Comedy|Drama|Romance,James Franco,15000000,male objectification|manipulative behavior|modern day adaptation|narcissistic woman|promiscuous woman,816,http://www.imdb.com/title/tt0202402/?ref_=fn_tt_tt_1,89,English
890,USA,63,2,461,97,Lin Shaye,852,8586376,Mort Nathan,Color,Bob Gunton,Boat Trip ,2002,Comedy,Vivica A. Fox,20000000,gay|hot air balloon|rejecting a marriage proposal|talking to a dog|vomiting on someone,1000,http://www.imdb.com/title/tt0285462/?ref_=fn_tt_tt_1,132,English
14000,UK,104,32,692,97,Tom Wilkinson,1000,8378141,Oliver Parker,Color,Rupert Everett,The Importance of Being Earnest ,2002,Comedy|Drama|Romance,Colin Firth,15000000,comedy of manners|false identity|farce|love|period drama,0,http://www.imdb.com/title/tt0278500/?ref_=fn_tt_tt_1,141,English
1000,USA,,45,224,99,Campbell Scott,393,,Dan Curtis,Color,Estelle Parsons,The Love Letter ,1998,Fantasy|Romance,Jennifer Jason Leigh,,antique|desk|letter|love|time travel,515,http://www.imdb.com/title/tt0140340/?ref_=fn_tt_tt_1,56,English
8000,USA,49,6,596,91,Neil Flynn,625,8080116,Wil Shriner,Color,Tim Blake Nelson,Hoot ,2006,Adventure|Comedy|Family,Logan Lerman,15000000,fight|florida|montana|owl|school,647,http://www.imdb.com/title/tt0453494/?ref_=fn_tt_tt_1,66,English
65,UK,300,454,39,107,Anna Madeley,49,7757130,Martin McDonagh,Color,Eric Godon,In Bruges ,2008,Comedy|Crime|Drama,Elizabeth Berrington,15000000,bruges|bullet|hope|irish|tourist,32000,http://www.imdb.com/title/tt0780536/?ref_=fn_tt_tt_1,513,English
931,USA,43,24,426,95,S. Epatha Merkerson,539,9123834,Tina Gordon Chism,Color,Diahann Carroll,Peeples ,2013,Comedy|Romance,Tyler James Williams,15000000,african american,0,http://www.imdb.com/title/tt1699755/?ref_=fn_tt_tt_1,33,English
15000,USA,132,11,1000,102,Bradley Cooper,14000,6409206,Peter Cattaneo,Color,Josh Gad,The Rocker ,2008,Comedy|Music,Emma Stone,15000000,20 years later|drummer|hdtv|rock band|rock star,0,http://www.imdb.com/title/tt1031969/?ref_=fn_tt_tt_1,104,English
24000,USA,97,96,360,88,Zach Gilford,971,6373693,Vicky Jenson,Color,Bobby Coleman,Post Grad ,2009,Comedy|Romance,J.K. Simmons,15000000,graduation|graduation speech|title directed by female|tv studio|unemployment,0,http://www.imdb.com/title/tt1142433/?ref_=fn_tt_tt_1,53,English
13000,USA,242,835,363,106,Hal Holbrook,826,7556708,Gus Van Sant,Color,Terry Kinney,Promised Land ,2012,Drama,Matt Damon,15000000,corporate greed|corporation|natural gas|salesman|small town,10000,http://www.imdb.com/title/tt2091473/?ref_=fn_tt_tt_1,102,English
860,USA,218,11000,386,92,Michael McKean,658,5306447,Woody Allen,Color,Conleth Hill,Whatever Works ,2009,Comedy|Romance,Larry David,15000000,atheist|limp|quantum mechanics|religion|runaway,10000,http://www.imdb.com/title/tt1178663/?ref_=fn_tt_tt_1,169,English
477,USA,49,52,275,105,Susan Ward,397,5217498,Mary Lambert,Black and White,A.J. Buckley,The In Crowd ,2000,Drama|Mystery|Thriller,Matthew Settle,15000000,clique|country club|female protagonist|lip gloss|title directed by female,157,http://www.imdb.com/title/tt0163676/?ref_=fn_tt_tt_1,85,English
572,France,172,0,289,107,Dwight Yoakam,324,5023275,Tommy Lee Jones,Color,Guillermo Arriaga,Three Burials ,2005,Adventure|Crime|Drama|Mystery|Western,Levon Helm,15000000,cemetery|friend|journey|mexico|promise,0,http://www.imdb.com/title/tt0419294/?ref_=fn_tt_tt_1,199,English
49000,France,68,0,693,120,Mark Margolis,1000,4956401,Peter Kassovitz,Color,Michael Jeter,Jakob the Liar ,1999,Drama|War,Robin Williams,15000000,german|ghetto|hope|nazi|radio,0,http://www.imdb.com/title/tt0120716/?ref_=fn_tt_tt_1,89,English
21000,USA,223,1000,611,103,Corbin Bernsen,1000,4235837,Shane Black,Color,Larry Miller,Kiss Kiss Bang Bang ,2005,Comedy|Crime|Mystery,Robert Downey Jr.,15000000,actor|detective sergeant|hotel|nightclub|thief,0,http://www.imdb.com/title/tt0373469/?ref_=fn_tt_tt_1,336,English
890,USA,59,6,577,92,Fred Willard,729,4002955,Rodman Flender,Color,Elden Henson,Idle Hands ,1999,Comedy|Fantasy|Horror|Thriller,Vivica A. Fox,20000000,breasts|female frontal nudity|nude woman murdered|slow motion scene|trailer home,0,http://www.imdb.com/title/tt0138510/?ref_=fn_tt_tt_1,198,English
6000,France,252,0,669,147,Robert Forster,889,7219578,David Lynch,Color,Laura Harring,Mulholland Drive ,2001,Drama|Mystery|Thriller,Naomi Watts,15000000,amnesia|car accident|female protagonist|lesbian sex|loss of memory,16000,http://www.imdb.com/title/tt0166924/?ref_=fn_tt_tt_1,1768,English
837,USA,106,18,220,98,Agnes Bruckner,400,3525161,Katja von Garnier,Color,Chris Geere,Blood and Chocolate ,2007,Drama|Fantasy|Horror|Romance,Olivier Martinez,,colorado|love|murder|rocky mountains|werewolf,0,http://www.imdb.com/title/tt0397044/?ref_=fn_tt_tt_1,190,English
12000,USA,223,11000,557,98,Naomi Watts,6000,3247816,Woody Allen,Color,Ewen Bremner,You Will Meet a Tall Dark Stranger ,2010,Comedy|Drama|Romance,Anthony Hopkins,22000000,call girl|charlatan|fortune teller|manuscript|writer,0,http://www.imdb.com/title/tt1182350/?ref_=fn_tt_tt_1,108,English
10000,UK,328,132,844,103,Charlie Rowe,882,2412045,Mark Romanek,Color,Charlotte Rampling,Never Let Me Go ,2010,Drama|Romance|Sci-Fi,Andrew Garfield,15000000,boarding school|childhood|love|love triangle|organ donation,33000,http://www.imdb.com/title/tt1334260/?ref_=fn_tt_tt_1,320,English
919,Spain,150,122,25,111,Eduardo Noriega,278,2203641,Brad Anderson,Color,Mac McDonald,Transsiberian ,2008,Crime|Drama|Mystery|Thriller,Thomas Kretschmann,15000000,35 mm digital camera|drugs|murder|train|travel,0,http://www.imdb.com/title/tt0800241/?ref_=fn_tt_tt_1,162,English
876,USA,21,70,90,98,Pamela Reed,324,1953732,Michael Chapman,Color,Mike Muscat,The Clan of the Cave Bear ,1986,Adventure|Drama|Fantasy,Curtis Armstrong,15000000,cave bear|cro magnon|neanderthal|survival|tradition,843,http://www.imdb.com/title/tt0090848/?ref_=fn_tt_tt_1,62,English
783,USA,28,0,617,111,Elizabeth Perkins,664,1954202,Antonio Banderas,Color,Noah Emmerich,Crazy in Alabama ,1999,Comedy|Crime|Drama,Meat Loaf,15000000,abusive husband|alabama|boy|dream|sheriff,391,http://www.imdb.com/title/tt0142201/?ref_=fn_tt_tt_1,71,English
6000,USA,250,0,287,111,Siobhan Fallon Hogan,294,1294640,Michael Haneke,Color,Brady Corbet,Funny Games ,2007,Crime|Drama|Horror|Thriller,Naomi Watts,15000000,breaking the fourth wall|looking at the camera|remake|serial killer|violence,0,http://www.imdb.com/title/tt0808279/?ref_=fn_tt_tt_1,436,English
192,Cambodia,17,5,46,100,Kalim Chandler,134,,Khalil Sullins,Color,Amber Marie Bollinger,Listening ,2014,Drama|Sci-Fi|Thriller,Thomas Stroppel,,divorce papers|fainting|mind control|playground|technology,708,http://www.imdb.com/title/tt3153582/?ref_=fn_tt_tt_1,13,English
5000,Canada,95,460,71,116,Elaine Cassidy,203,819852,Atom Egoyan,Color,Gerard McSorley,Felicia's Journey ,1999,Drama|Thriller,Bob Hoskins,,caterer|catering|chef|friend|lawn mower,284,http://www.imdb.com/title/tt0165773/?ref_=fn_tt_tt_1,83,English
136,Germany,260,756,18,145,Gustav Fröhlich,23,26435,Fritz Lang,Black and White,Rudolf Klein-Rogge,Metropolis ,1927,Drama|Sci-Fi,Brigitte Helm,6000000,art deco|bible quote|dance|silent film|worker,12000,http://www.imdb.com/title/tt0017136/?ref_=fn_tt_tt_1,413,German
510,France,141,180,58,84,Cyril Raffaelli,297,1197786,Pierre Morel,Color,Dany Verissimo-Petit,District B13 ,2004,Action|Crime|Thriller,David Belle,12000000,bomb|gang|police|sister|undercover cop,0,http://www.imdb.com/title/tt0414852/?ref_=fn_tt_tt_1,157,French
12000,USA,52,39,642,115,Bill Cobbs,970,529766,Gary Fleder,Color,Treat Williams,Things to Do in Denver When You're Dead ,1995,Crime|Drama,Steve Buscemi,7000000,death|finger gun|video message|what happened to epilogue|wheelchair,0,http://www.imdb.com/title/tt0114660/?ref_=fn_tt_tt_1,144,English
1000,Taiwan,205,141,56,105,Chen Chang,103,613556,Hsiao-Hsien Hou,Color,Satoshi Tsumabuki,The Assassin ,2015,Action|Drama,Qi Shu,15000000,black magic|china|love|refusal to kill|wuxia,0,http://www.imdb.com/title/tt3508840/?ref_=fn_tt_tt_1,87,Mandarin
936,UK,109,34,730,98,Scott Glenn,826,353743,Gregor Jordan,Color,Leon,Buffalo Soldiers ,2001,Comedy|Crime|Drama|Thriller|War,Dean Stockwell,15000000,berlin wall|germany|murder|soldier|specialist,664,http://www.imdb.com/title/tt0252299/?ref_=fn_tt_tt_1,111,English
20,Russia,103,445,9,99,Vladimir Garin,13,502028,Andrey Zvyagintsev,Color,Nataliya Vdovina,The Return ,2003,Drama|Mystery|Thriller,Konstantin Lavronenko,,boy|photograph|return|russian|wilderness,0,http://www.imdb.com/title/tt0376968/?ref_=fn_tt_tt_1,172,Russian
64,Thailand,110,0,7,110,Petchtai Wongkamlao,45,102055,Tony Jaa,Color,Sarunyu Wongkrachang,Ong-bak 2 ,2008,Action,Nirut Sirichanya,300000000,cult film|elephant|jungle|martial arts|stylized violence,0,http://www.imdb.com/title/tt0785035/?ref_=fn_tt_tt_1,72,Thai
13000,UK,195,197,570,97,JJ Feild,794,122288,Neil Marshall,Color,Dave Legeno,Centurion ,2010,Action|Adventure|Drama|History|Thriller|War,Michael Fassbender,,mushroom|mute|roman soldier|screaming|wood carving,0,http://www.imdb.com/title/tt1020558/?ref_=fn_tt_tt_1,201,English
826,Canada,14,85,40,88,Gina Bellman,476,,Russell Mulcahy,Color,Conrad Dunn,Silent Trigger ,1996,Action|Drama|Thriller,Christopher Heyerdahl,9000000,assassin|die hard scenario|rangefinder|soldier|veteran,154,http://www.imdb.com/title/tt0117653/?ref_=fn_tt_tt_1,29,English
14000,USA,177,129,1000,103,Brooke Shields,1000,73548,Ryûhei Kitamura,Color,Leslie Bibb,The Midnight Meat Train ,2008,Fantasy|Horror|Mystery,Bradley Cooper,15000000,butcher|girlfriend|mute character|photographer|subway,0,http://www.imdb.com/title/tt0805570/?ref_=fn_tt_tt_1,209,English
549,South Africa,17,36,2,104,Wendy Crewson,248,,Darrell Roodt,Color,Aubrey Poo,Winnie Mandela ,2011,Biography|Drama|History,Jennifer Hudson,15000000,character name in title|nelson mandela|one word title|reference to winnie mandela|south africa,705,http://www.imdb.com/title/tt1551641/?ref_=fn_tt_tt_1,15,English
17000,USA,62,68,642,90,Al Pacino,14000,28870,Dito Montiel,Color,Tracy Morgan,The Son of No One ,2011,Crime|Drama|Thriller,Channing Tatum,15000000,housing project|letter|man with glasses|murder|subjective camera,0,http://www.imdb.com/title/tt1535612/?ref_=fn_tt_tt_1,41,English
776,Germany,19,24,125,105,Udo Kier,595,22723,Stefan Ruzowitzky,Color,Edward Fox,All the Queen's Men ,2001,Action|Comedy|Drama|War,Eddie Izzard,25000000,apostrophe in title|behind enemy lines|box office flop|gay interest|punctuation in title,193,http://www.imdb.com/title/tt0252223/?ref_=fn_tt_tt_1,40,English
1000,USA,50,17,66,93,Gael Le Cornec,165,20380,Jake Paltrow,Color,Keith Allen,The Good Night ,2007,Comedy|Drama|Fantasy|Music|Romance,Stephen Graham,15000000,commercial|dream|dreaming|girl|new york city,445,http://www.imdb.com/title/tt0484111/?ref_=fn_tt_tt_1,39,English
736,Slovakia,25,15,576,141,Hans Matheson,627,,Juraj Jakubisko,Color,Franco Nero,Bathory: Countess of Blood ,2008,Biography|Drama|Fantasy|History,Anna Friel,,bathory|countess|female protagonist|legend|virgin blood,0,http://www.imdb.com/title/tt0469640/?ref_=fn_tt_tt_1,32,English
14000,South Africa,39,0,912,85,Steve Buscemi,12000,,Anthony Silverston,Color,Loretta Devine,Khumba ,2013,Adventure|Animation|Family,Liam Neeson,20000000,herd|ostrich|waterhole|wildebeest|zebra,0,http://www.imdb.com/title/tt1487931/?ref_=fn_tt_tt_1,12,English
1000,Bulgaria,136,19,537,109,Robert Forster,889,,Gabe Ibáñez,Color,Melanie Griffith,Automata ,2014,Action|Sci-Fi|Thriller,Birgitte Hjort Sørensen,7000000,child hitman|dystopia|future|robot|self repair,13000,http://www.imdb.com/title/tt1971325/?ref_=fn_tt_tt_1,134,English
179,Germany,26,93,51,105,Lucy Gaskell,55,,Gerry Lively,Color,Steven Elder,Dungeons & Dragons: Wrath of the Dragon God ,2005,Action|Adventure|Fantasy,Bruce Payne,15000000,combat|helmet|martial arts|medieval times|violence,473,http://www.imdb.com/title/tt0406728/?ref_=fn_tt_tt_1,108,English
61,Italy,4,6,50,98,Rodrigo De la Serna,57,,Daniele Luchetti,Color,Ferdinando Vetere,Chiamatemi Francesco - Il Papa della gente ,2015,Biography,Maximilian Dirr,15000000,,18,http://www.imdb.com/title/tt3856124/?ref_=fn_tt_tt_1,4,Spanish
631,UK,22,67,303,124,Dexter Fletcher,452,,Julien Temple,Color,Linus Roache,Pandaemonium ,2000,Biography|Drama,Samantha Morton,15000000,betrayal|french revolution|friendship|poet|revolution,277,http://www.imdb.com/title/tt0210217/?ref_=fn_tt_tt_1,32,English
13000,USA,147,11000,512,101,Chris Elliott,571,70906973,Harold Ramis,Color,Willie Garson,Groundhog Day ,1993,Comedy|Fantasy|Romance,Bill Murray,14600000,cult film|existentialism|groundhog day|time loop|trapped in a time loop,38000,http://www.imdb.com/title/tt0107048/?ref_=fn_tt_tt_1,609,English
20000,USA,222,13,642,115,Channing Tatum,17000,66009973,Gregory Jacobs,Color,Kevin Nash,Magic Mike XXL ,2015,Comedy|Drama|Music,Matt Bomer,14800000,male bonding|male friendship|male objectification|muscular|stripper,41000,http://www.imdb.com/title/tt2268016/?ref_=fn_tt_tt_1,135,English
29000,USA,106,1000,954,120,Harold Perrineau,1000,46338728,Baz Luhrmann,Color,Brian Dennehy,Romeo + Juliet ,1996,Drama|Romance,Leonardo DiCaprio,14500000,hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers,10000,http://www.imdb.com/title/tt0117509/?ref_=fn_tt_tt_1,506,English
1000,France,136,15,121,111,Aidan Quinn,767,7691700,Gilles Paquet-Brenner,Color,Arben Bajraktaraj,Sarah's Key ,2010,Drama|War,Kristin Scott Thomas,10000000,apartment|escape|jewish family|journalist|key,0,http://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1,73,French
467,USA,5,5,124,94,David Rasche,219,,Peter Cousens,Color,Bart Shatto,Freedom ,2014,Drama|Family|Music,Sharon Leal,14500000,19th century|christian film|hymn|religion|slave,998,http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1,13,English
16000,USA,131,16000,638,131,Morgan Freeman,11000,101157447,Clint Eastwood,Color,Frances Fisher,Unforgiven ,1992,Drama|Western,Clint Eastwood,14400000,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave,10000,http://www.imdb.com/title/tt0105695/?ref_=fn_tt_tt_1,495,English
